id,nama,kode,tingkat
102108,Lamkawe,1106072010,4
102124,Lampasi Engking,1106072026,4
102114,Lampeuneun,1106072016,4
102100,Lampeuneurut Gampong,1106072002,4
102099,Lampeuneurut Ujong Blang,1106072001,4
102101,Lamreung,1106072003,4
102111,Lamsidaya,1106072013,4
102107,Lamsiteh,1106072009,4
102115,Lamtheun,1106072017,4
102113,Leu Geu,1106072015,4
102127,Leu Ue,1106072029,4
102109,Lheu Blang,1106072011,4
102123,Pasheu Beutong,1106072025,4
102110,Payaroh,1106072012,4
102129,Punie,1106072031,4
102117,Tingkuem,1106072019,4
102128,Ulee Lueng,1106072030,4
102130,Ulee Tuy,1106072032,4
102416,Biluy,1106192002,4
102423,Blang Kiree,1106192009,4
102427,Empee Trieng,1106192013,4
102428,Lambaro Biluy,1106192014,4
102417,Lambatee,1106192003,4
102426,Lambleut,1106192012,4
102418,Lamkunyet,1106192004,4
102425,Lamsod,1106192011,4
102419,Lamtadok,1106192005,4
102415,Lhang,1106192001,4
102424,Manee Dayah,1106192010,4
102420,Neusok,1106192006,4
102422,Tubaluy,1106192008,4
102421,Turam,1106192007,4
102272,Angan,1106122001,4
102287,Berabung,1106122016,4
102280,Gampong Blang,1106122009,4
102279,Gampong Cot,1106122008,4
102297,Krueng Kalee,1106122026,4
102298,Lam Asan,1106122027,4
102292,Lam Duroy,1106122021,4
102286,Lam Gawe,1106122015,4
102293,Lam Klat,1106122022,4
102273,Lam Peudaya,1106122002,4
102299,Lam Reh,1106122028,4
102285,Lam Ujong,1106122014,4
102274,Lambada Peukan,1106122003,4
102276,Lambaro Sukon,1106122005,4
102275,Lambiheu La,1106122004,4
102294,Lambiheu Siem,1106122023,4
102295,Lambitra,1106122024,4
102291,Lamkeunung,1106122020,4
102281,Lampuja,1106122010,4
102284,Lampuuk,1106122013,4
102288,Lamtimpeung,1106122017,4
102296,Lie Eue,1106122025,4
102283,Limpok,1106122012,4
102277,Miruek Taman,1106122006,4
102300,Siem,1106122029,4
102278,Suleue,1106122007,4
102290,Tanjong Seulamat,1106122019,4
102282,Tanjung Deah,1106122011,4
102289,Tungkop,1106122018,4
101945,Aneuk Glee,1106032024,4
101932,Cot Kareung,1106032011,4
101931,Cureh,1106032010,4
101925,Empee Ara,1106032004,4
101966,Groet Baro,1106032045,4
101964,Groet Blang,1106032043,4
101965,Groet Manyang,1106032044,4
101923,Indrapuri,1106032002,4
101967,Jruek Bak Kreh,1106032046,4
101968,Jruek Balee,1106032047,4
101946,Krueng Lamkareung,1106032025,4
101943,Lam Ilie Ganto,1106032022,4
101941,Lam Ilie Mesjid,1106032020,4
101942,Lam Ilie Tengoh,1106032021,4
101924,Lam Leubok,1106032003,4
101970,Lambeunot,1106032050,4
101950,Lambeutong,1106032029,4
101933,Lamlung,1106032012,4
101962,Lampanah Baro,1106032041,4
101961,Lampanah Dayah,1106032040,4
101959,Lampanah Ranjo,1106032038,4
101960,Lampanah Teungoh,1106032039,4
101963,Lampanah Tunong,1106032042,4
101951,Lampupok Baro,1106032030,4
101952,Lampupok Raya,1106032031,4
101972,Lamsiot,1106032052,4
101929,Lheue,1106032008,4
101926,Limo Blang,1106032005,4
101928,Limo Lamleuweung,1106032007,4
101927,Limo Mesjid,1106032006,4
101973,Lingom,1106032053,4
101939,Manggra,1106032018,4
101944,Meunara,1106032023,4
101935,Meureu Bueng-u,1106032014,4
101937,Meureu Lamglumpang,1106032016,4
101934,Meureu Ulee Titie,1106032013,4
101930,Meusale,1106032009,4
101969,Mon Alue,1106032049,4
101936,Mureu Baro,1106032015,4
101938,Pasar Indrapuri,1106032017,4
101922,Reukih Dayah,1106032001,4
101940,Reukih Kupula,1106032019,4
101954,Riting,1106032033,4
101953,Seulangai,1106032032,4
101957,Seuot Baroh,1106032036,4
101958,Seuot Tunong,1106032037,4
101948,Seureumo,1106032027,4
101956,Sihom Cot,1106032035,4
101955,Sihom Lhok,1106032034,4
101947,Sinyeu,1106032026,4
101949,Ulee Kareung,1106032028,4
101971,Ulee Ue,1106032051,4
102190,Ajee Cut,1106102018,4
102196,Ajee Pagar Air,1106102024,4
102189,Ajee Rayeuk,1106102017,4
102188,Ateuk Anggok,1106102016,4
102192,Ateuk Lueng Ie,1106102020,4
102219,Bada,1106102052,4
102175,Bakoy,1106102003,4
102200,Bineh Blang,1106102028,4
102186,Bung Ceukok,1106102014,4
102193,Cot Alue,1106102021,4
102195,Cot Bada,1106102023,4
102215,Cot Gud,1106102048,4
102209,Cot Mentiwan,1106102042,4
102194,Cot Suruy,1106102022,4
102181,Dham Ceukok,1106102009,4
102182,Dham Pulo,1106102010,4
102191,Gani,1106102019,4
102198,Jurong Peujera,1106102026,4
102202,Kalut,1106102030,4
102221,Kayee Lee,1106102054,4
102214,Lam Ue,1106102047,4
102217,Lambada,1106102050,4
102173,Lambaro,1106102001,4
102212,Lamcot,1106102045,4
102216,Lamdaya,1106102049,4
102210,Lampreh Lam Jampok,1106102043,4
102222,Lampreh Lamteungoh,1106102056,4
102213,Lamsinyeu,1106102046,4
102220,Lamteungoh,1106102053,4
102199,Lubok Batee,1106102027,4
102184,Lubok Gapuy,1106102012,4
102183,Lubok Sukon,1106102011,4
102176,Meunasah Baro,1106102004,4
102177,Meunasah Deyah,1106102005,4
102197,Meunasah Krueng,1106102025,4
102174,Meunasah Manyang Lam Garot,1106102002,4
102203,Meunasah Manyang Pagar Air,1106102031,4
102204,Meunasah Manyet,1106102032,4
102178,Meunasah Tutong,1106102006,4
102208,Paleuh Blang,1106102041,4
102211,Paleuh Pulo,1106102044,4
102201,Pantee,1106102029,4
102180,Pasie Lamgarot,1106102008,4
102185,Pasie Lubuk,1106102013,4
102207,Reuloh,1106102035,4
102205,Santan,1106102033,4
102179,Siron,1106102007,4
102206,Tanjong,1106102034,4
102187,Teubang Phuy,1106102015,4
102218,Ujong Xii,1106102051,4
102336,Awek,1106152004,4
102334,Barueh,1106152002,4
102338,Bueng,1106152006,4
102345,Bukit Meusara,1106152013,4
102342,Cucum,1106152010,4
102337,Data Cut,1106152005,4
102340,Jalin,1106152008,4
102335,Jantho,1106152003,4
102343,Jantho Baru,1106152011,4
102344,Jantho Makmur,1106152012,4
102341,Suka Tani,1106152009,4
102333,Teureubeh,1106152001,4
102339,Weu,1106152007,4
102456,Gla Meunasah Baro,1106212012,4
102448,Gle Deyah,1106212005,4
102451,Lam Gapang,1106212007,4
102447,Lampermai,1106212004,4
102446,Leung Ie,1106212003,4
102453,Meunasah Baet,1106212009,4
102445,Meunasah Baktrieng,1106212002,4
102454,Meunasah Intan,1106212010,4
102452,Meunasah Manyang,1106212008,4
102444,Meunasah Papeun,1106212001,4
102450,Miruk,1106212006,4
102455,Rumpet,1106212011,4
102243,Aron,1106112027,4
102259,Babah Jurong,1106112043,4
102244,Bak Buloh,1106112028,4
102265,Beurangong,1106112049,4
102227,Bueng Bakjok,1106112004,4
102226,Cot Beut,1106112003,4
102257,Cot Cut,1106112041,4
102238,Cot Lamee,1106112022,4
102230,Cot Mancang,1106112007,4
102232,Cot Masam,1106112009,4
102256,Cot Peutano,1106112040,4
102266,Cot Preh,1106112050,4
102267,Cot Raya,1106112051,4
102268,Cot Yang,1106112052,4
102262,Cucum,1106112046,4
102263,Deyah,1106112047,4
102233,Gue,1106112016,4
102224,Krueng Anoi,1106112001,4
102236,Lam Alue Cut,1106112020,4
102235,Lam Alue Raya,1106112019,4
102253,Lam Asan,1106112037,4
102231,Lam Baet,1106112008,4
102260,Lam Glumpang,1106112044,4
102228,Lam Neuheun,1106112005,4
102225,Lam Puuk,1106112002,4
102246,Lam Raya,1106112030,4
102247,Lam Roh,1106112031,4
102234,Lam Sabang,1106112018,4
102245,Lam Seunong,1106112029,4
102264,Lam Trieng,1106112048,4
102255,Lambro Bileu,1106112039,4
102254,Lambro Deyah,1106112038,4
102251,Lambunot Paya,1106112035,4
102248,Lambunot Tanoh,1106112032,4
102270,Lamceu,1106112054,4
102252,Lampoh Keude,1106112036,4
102240,Lampoh Tarom,1106112024,4
102241,Lamteube Geupula,1106112025,4
102242,Lamteube Mon Ara,1106112026,4
102237,Leupung Mesjid,1106112021,4
102239,Leupung Ulee Alue,1106112023,4
102258,Meunasah Baktrieng,1106112042,4
102250,Puuk,1106112034,4
102261,Rabeu,1106112045,4
102229,Seupeu,1106112006,4
102249,Tumpok Lampoh,1106112033,4
102269,Ujong Blang,1106112053,4
102372,Bak Sukon,1106162026,4
102359,Banda Safa,1106162013,4
102357,Barih Lhok,1106162011,4
102360,Bithak,1106162014,4
102358,Bueng Simek,1106162012,4
